"application","outcome","treatment","instrument","controls","cluster","nobs","n_clusters","estimate","std_error","conf_low","conf_high","residual_y_sd","residual_x_sd","residual_z_sd","first_stage_coefficient_full","first_stage_se_full","first_stage_f_full_diagnostic_only","uci_uniform_delta_0.05_interval","uci_uniform_delta_0.10_interval","uci_uniform_delta_0.20_interval","uci_density_delta_0.05_interval","uci_density_delta_0.10_interval","uci_density_delta_0.20_interval","ltz_uniform_delta_0.05_interval","ltz_uniform_delta_0.10_interval","ltz_uniform_delta_0.20_interval","ltz_density_delta_0.05_interval","ltz_density_delta_0.10_interval","ltz_density_delta_0.20_interval","bpe_status","bpe_reason","bpe_density_threshold","bpe_n_S","bpe_G_S","bpe_equivalence_margin","bpe_equivalence_passed","bpe_eligibility_passed","bpe_beta_estimate","bpe_beta_conf_low","bpe_beta_conf_high","bpe_estimation_source"
"Lelkes, Sood, and Iyengar Table 1","affective_polarization","log_providers","log_Total","as.factor(year) + region + percent_black + percent_white + percent_male + lowed + unemploymentrate + density + log_HHINC","state",114803,48,0.0315774649210396,0.0141195526740508,0.0039036502020838,0.0592512796399954,0.18303880861299,0.300563551046687,0.798297507936135,0.104222164390748,0.0311936615826523,11.1631680712309,"[-0.141, 0.219]","[-0.313, 0.391]","[-0.660, 0.739]","[0.003, 0.061]","[0.002, 0.062]","[-0.001, 0.065]","[-0.186, 0.249]","[-0.400, 0.464]","[-0.831, 0.894]","[0.004, 0.059]","[0.003, 0.060]","[0.002, 0.061]","Not applicable","BPE eligibility failed for the proposed subset S (n_S=11491, G_S=42, varZ_S=0.897167, first-stage CI=[0.0169885, 0.0646507], equivalence margin=[-0.0150282, 0.0150282]). This is a conditional diagnostic using a pre-specified bottom-decile density subset. Transportability from very low-density counties to denser counties should be interpreted cautiously.",0.000631291136700312,11491,42,0.0150281775523343,FALSE,FALSE,NA,NA,NA,NA
