"application","outcome","treatment","instrument","controls","cluster","nobs","n_clusters","estimate","std_error","conf_low","conf_high","residual_y_sd","residual_x_sd","residual_z_sd","first_stage_coefficient_full","first_stage_se_full","first_stage_f_full_diagnostic_only"
"Lelkes, Sood, and Iyengar Table 1","affective_polarization","log_providers","log_Total","as.factor(year) + region + percent_black + percent_white + percent_male + lowed + unemploymentrate + density + log_HHINC","state",114803,48,0.0315774649210396,0.0141195526740508,0.0039036502020838,0.0592512796399954,0.18303880861299,0.300563551046687,0.798297507936135,0.104222164390748,0.0311936615826523,11.1631680712309
